jointure,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,1er lot,Surface Carrez du 1er lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Arrondissement,id,commune,prefixe,section,numero,contenance,created,updated,coords,Prix_m2,Outlier,coords_X,coords_Y
75102000AM144,1,09/09/2020,Vente,290000.0,41.0,RUE,8752,SAINT-SAUVEUR,75002.0,PARIS 02,75,102,000,AM,144,12,,1,2.0,Appartement,23.0,1.0,75102,75102000AM0144,75102,000,AM,144,131.0,2007-01-05,2014-11-04,"[652176.3922043855, 6863085.541235308]",12608.695652173914,False,652176.3922043855,6863085.541235308
75102000AM147,1,28/02/2020,Vente,403288.0,45.0,RUE,8752,SAINT SAUVEUR,75002.0,PARIS 02,75,102,000,AM,147,5,"45,24",1,2.0,Appartement,27.0,2.0,75102,75102000AM0147,75102,000,AM,147,274.0,2007-01-05,2014-11-04,"[652158.8996986579, 6863086.741445144]",14936.592592592593,False,652158.8996986579,6863086.741445144
75102000AM148,1,14/02/2020,Vente,326470.0,49.0,RUE,8752,SAINT SAUVEUR,75002.0,PARIS 02,75,102,000,AM,148,118,"28,34",1,2.0,Appartement,28.0,1.0,75102,75102000AM0148,75102,000,AM,148,139.0,2007-01-05,2014-11-04,"[652151.1244579046, 6863089.954843063]",11659.642857142857,False,652151.1244579046,6863089.954843063
75102000AM178,1,24/04/2020,Vente,916650.0,3.0,PAS,9444,DE LA TRINITE,75002.0,PARIS 02,75,102,000,AM,178,10,"74,98",1,2.0,Appartement,75.0,2.0,75102,75102000AM0178,75102,000,AM,178,91.0,2007-01-05,2014-11-04,"[652402.2669993248, 6863056.259428278]",12222.0,False,652402.2669993248,6863056.259428278
75102000AM18,1,24/02/2020,Vente,900000.0,24.0,RUE,8752,SAINT SAUVEUR,75002.0,PARIS 02,75,102,000,AM,18,20,"52,87",1,2.0,Appartement,53.0,2.0,75102,75102000AM0018,75102,000,AM,18,1133.0,2007-01-05,2014-11-04,"[652176.8516691268, 6863130.865822393]",16981.132075471698,False,652176.8516691268,6863130.865822393
75102000AM19,1,20/05/2020,Vente,237000.0,20.0,RUE,8752,SAINT SAUVEUR,75002.0,PARIS 02,75,102,000,AM,19,41,"17,17",1,2.0,Appartement,20.0,1.0,75102,75102000AM0019,75102,000,AM,19,620.0,2007-01-05,2014-11-04,"[652194.5993779725, 6863129.063611304]",11850.0,False,652194.5993779725,6863129.063611304
75102000AM19,1,03/09/2020,Vente,400000.0,20.0,RUE,8752,SAINT-SAUVEUR,75002.0,PARIS 02,75,102,000,AM,19,47,"30,66",1,2.0,Appartement,29.0,2.0,75102,75102000AM0019,75102,000,AM,19,620.0,2007-01-05,2014-11-04,"[652194.5993779725, 6863129.063611304]",13793.103448275862,False,652194.5993779725,6863129.063611304
75102000AM2,1,23/07/2020,Vente,2043910.0,85.0,RUE,8073,REAUMUR,75002.0,PARIS 02,75,102,000,AM,2,11,"134,28",1,2.0,Appartement,142.0,4.0,75102,75102000AM0002,75102,000,AM,2,535.0,2007-01-05,2014-11-04,"[652158.1623882492, 6863185.828784336]",14393.732394366198,False,652158.1623882492,6863185.828784336
75102000AM21,1,04/08/2020,Vente,1090000.0,79.0,RUE,8073,REAUMUR,75002.0,PARIS 02,75,102,000,AM,21,11,"80,42",1,2.0,Appartement,85.0,2.0,75102,75102000AM0021,75102,000,AM,21,592.0,2007-01-05,2014-11-04,"[652220.2687066124, 6863163.856552615]",12823.529411764706,False,652220.2687066124,6863163.856552615
75102000AM24,1,30/04/2020,Vente,383500.0,25.0,RUE,3055,DUSSOUBS,75002.0,PARIS 02,75,102,000,AM,24,82,"29,83",1,2.0,Appartement,29.0,1.0,75102,75102000AM0024,75102,000,AM,24,934.0,2007-01-05,2014-11-04,"[652233.9832666547, 6863112.617938748]",13224.137931034482,False,652233.9832666547,6863112.617938748
75102000AM35,1,21/09/2020,Vente,516857.0,28.0,RUE,3055,DUSSOUBS,75002.0,PARIS 02,75,102,000,AM,35,105,"44,01",1,2.0,Appartement,40.0,2.0,75102,75102000AM0035,75102,000,AM,35,297.0,2007-01-05,2014-11-04,"[652260.5015964714, 6863095.054777245]",12921.425,False,652260.5015964714,6863095.054777245
75102000AM35,1,18/12/2020,Vente,487000.0,28.0,RUE,3055,DUSSOUBS,75002.0,PARIS 02,75,102,000,AM,35,13,"33,54",1,2.0,Appartement,33.0,2.0,75102,75102000AM0035,75102,000,AM,35,297.0,2007-01-05,2014-11-04,"[652260.5015964714, 6863095.054777245]",14757.575757575758,False,652260.5015964714,6863095.054777245
75102000AM4,1,19/03/2020,Vente,415097.0,12.0,RUE,7346,DES PETITS CARREAUX,75002.0,PARIS 02,75,102,000,AM,4,36,"28,71",1,2.0,Appartement,29.0,1.0,75102,75102000AM0004,75102,000,AM,4,395.0,2007-01-05,2014-11-04,"[652139.6961481036, 6863157.716902141]",14313.689655172413,False,652139.6961481036,6863157.716902141
75102000AM4,1,28/02/2020,Vente,528430.0,12.0,RUE,7346,DES PETITS CARREAUX,75002.0,PARIS 02,75,102,000,AM,4,15,"37,81",1,2.0,Appartement,34.0,3.0,75102,75102000AM0004,75102,000,AM,4,395.0,2007-01-05,2014-11-04,"[652139.6961481036, 6863157.716902141]",15542.058823529413,False,652139.6961481036,6863157.716902141
75102000AM4,1,14/12/2020,Vente,380000.0,12.0,RUE,7346,DES PETITS CARREAUX,75002.0,PARIS 02,75,102,000,AM,4,111,"31,40",1,2.0,Appartement,31.0,1.0,75102,75102000AM0004,75102,000,AM,4,395.0,2007-01-05,2014-11-04,"[652139.6961481036, 6863157.716902141]",12258.064516129032,False,652139.6961481036,6863157.716902141
75102000AM42,1,11/08/2020,Vente,225000.0,187.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AM,42,107,"16,01",1,2.0,Appartement,16.0,1.0,75102,75102000AM0042,75102,000,AM,42,448.0,2007-01-05,2014-11-04,"[652330.9960711156, 6863101.09372098]",14062.5,False,652330.9960711156,6863101.09372098
75102000AM42,1,15/12/2020,Vente,217000.0,187.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AM,42,29,"17,07",1,2.0,Appartement,18.0,1.0,75102,75102000AM0042,75102,000,AM,42,448.0,2007-01-05,2014-11-04,"[652330.9960711156, 6863101.09372098]",12055.555555555555,False,652330.9960711156,6863101.09372098
75102000AM44,1,18/06/2020,Vente,460000.0,193.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,44,61,"37,80",1,2.0,Appartement,35.0,2.0,75102,75102000AM0044,75102,000,AM,44,311.0,2007-01-05,2014-11-04,"[652347.3544020326, 6863112.7258319575]",13142.857142857143,False,652347.3544020326,6863112.7258319575
75102000AM50,1,21/12/2020,Vente,731700.0,199.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AM,50,10,"67,40",1,2.0,Appartement,67.0,3.0,75102,75102000AM0050,75102,000,AM,50,379.0,2007-01-05,2014-11-04,"[652362.6620718451, 6863123.232088237]",10920.89552238806,False,652362.6620718451,6863123.232088237
75102000AM68,1,17/01/2020,Vente,645000.0,18.0,RUE,4318,GRENETA,75002.0,PARIS 02,75,102,000,AM,68,4,"47,42",1,2.0,Appartement,40.0,2.0,75102,75102000AM0068,75102,000,AM,68,101.0,2007-01-05,2014-11-04,"[652401.8048316531, 6863003.853711833]",16125.0,False,652401.8048316531,6863003.853711833
75102000AM7,1,06/03/2020,Vente,500000.0,6.0,RUE,7346,DES PETITS CARREAUX,75002.0,PARIS 02,75,102,000,AM,7,13,,1,2.0,Appartement,41.0,2.0,75102,75102000AM0007,75102,000,AM,7,96.0,2007-01-05,2014-11-04,"[652128.4971853078, 6863140.810599927]",12195.121951219513,False,652128.4971853078,6863140.810599927
75102000AM70,1,21/01/2020,Vente,1408900.0,15.0,RUE,7018,DE PALESTRO,75002.0,PARIS 02,75,102,000,AM,70,11,"118,52",1,2.0,Appartement,122.0,3.0,75102,75102000AM0070,75102,000,AM,70,708.0,2007-01-05,2014-11-04,"[652401.4610082344, 6863022.324990531]",11548.360655737704,False,652401.4610082344,6863022.324990531
75102000AM75,1,12/10/2020,Vente,1760000.0,23.0,RUE,7018,DE PALESTRO,75002.0,PARIS 02,75,102,000,AM,75,7,,1,2.0,Appartement,150.0,5.0,75102,75102000AM0075,75102,000,AM,75,400.0,2007-01-05,2014-11-04,"[652427.2823627638, 6863070.22515585]",11733.333333333334,False,652427.2823627638,6863070.22515585
75102000AM84,1,20/03/2020,Vente,244800.0,1.0,PAS,9444,DE LA TRINITE,75002.0,PARIS 02,75,102,000,AM,84,11,"16,68",1,2.0,Appartement,18.0,1.0,75102,75102000AM0084,75102,000,AM,84,105.0,2007-01-05,2014-11-04,"[652386.8595104743, 6863063.483296545]",13600.0,False,652386.8595104743,6863063.483296545
75102000AM91,1,03/03/2020,Vente,266500.0,152.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,91,47,"15,33",1,2.0,Appartement,19.0,1.0,75102,75102000AM0091,75102,000,AM,91,67.0,2007-01-05,2014-11-04,"[652375.2795370003, 6863040.3329903325]",14026.315789473685,False,652375.2795370003,6863040.3329903325
75102000AM91,1,30/09/2020,Vente,163550.0,152.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AM,91,35,"12,50",1,2.0,Appartement,13.0,1.0,75102,75102000AM0091,75102,000,AM,91,67.0,2007-01-05,2014-11-04,"[652375.2795370003, 6863040.3329903325]",12580.76923076923,False,652375.2795370003,6863040.3329903325
75102000AM97,1,24/01/2020,Vente,287000.0,142.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,97,16,"25,30",1,2.0,Appartement,27.0,1.0,75102,75102000AM0097,75102,000,AM,97,243.0,2007-01-05,2014-11-04,"[652355.4998093079, 6862995.202072935]",10629.62962962963,False,652355.4998093079,6862995.202072935
75102000AM97,1,10/01/2020,Vente,449895.0,142.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,97,14,,1,2.0,Appartement,36.0,2.0,75102,75102000AM0097,75102,000,AM,97,243.0,2007-01-05,2014-11-04,"[652355.4998093079, 6862995.202072935]",12497.083333333334,False,652355.4998093079,6862995.202072935
75102000AM97,1,06/02/2020,Vente,509650.0,142.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,97,24,"38,41",1,2.0,Appartement,47.0,3.0,75102,75102000AM0097,75102,000,AM,97,243.0,2007-01-05,2014-11-04,"[652355.4998093079, 6862995.202072935]",10843.617021276596,False,652355.4998093079,6862995.202072935
75102000AM98,1,25/03/2020,Vente,844450.0,163.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,98,55,"67,59",1,2.0,Appartement,70.0,4.0,75102,75102000AM0098,75102,000,AM,98,1008.0,2007-01-05,2014-11-04,"[652310.2179244654, 6863008.645432439]",12063.57142857143,False,652310.2179244654,6863008.645432439
75102000AM98,1,19/06/2020,Vente,370000.0,163.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,98,42,"24,53",1,2.0,Appartement,25.0,2.0,75102,75102000AM0098,75102,000,AM,98,1008.0,2007-01-05,2014-11-04,"[652310.2179244654, 6863008.645432439]",14800.0,False,652310.2179244654,6863008.645432439
75102000AM98,1,25/06/2020,Vente,849000.0,163.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,98,51,"68,50",1,2.0,Appartement,69.0,4.0,75102,75102000AM0098,75102,000,AM,98,1008.0,2007-01-05,2014-11-04,"[652310.2179244654, 6863008.645432439]",12304.347826086956,False,652310.2179244654,6863008.645432439
75102000AM98,1,22/09/2020,Vente,435000.0,163.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AM,98,84,"31,62",1,2.0,Appartement,31.0,2.0,75102,75102000AM0098,75102,000,AM,98,1008.0,2007-01-05,2014-11-04,"[652310.2179244654, 6863008.645432439]",14032.258064516129,False,652310.2179244654,6863008.645432439
75102000AM99,1,07/07/2020,Vente,400000.0,167.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AM,99,15,"38,23",1,2.0,Appartement,30.0,1.0,75102,75102000AM0099,75102,000,AM,99,382.0,2007-01-05,2014-11-04,"[652327.3313598213, 6863013.094692917]",13333.333333333334,False,652327.3313598213,6863013.094692917
75102000AN122,1,13/03/2020,Vente,1037850.0,104.0,RUE,8073,REAUMUR,75002.0,PARIS 02,75,102,000,AN,122,30,,1,2.0,Appartement,85.0,2.0,75102,75102000AN0122,75102,000,AN,122,676.0,2007-01-04,2014-11-04,"[652163.7934069955, 6863253.80880056]",12210.0,False,652163.7934069955,6863253.80880056
75102000AN153,1,12/05/2020,Vente,122000.0,190.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,153,6,"11,03",1,2.0,Appartement,13.0,1.0,75102,75102000AN0153,75102,000,AN,153,69.0,2007-01-04,2014-11-04,"[652427.241457111, 6863178.183271322]",9384.615384615385,False,652427.241457111,6863178.183271322
75102000AN153,1,03/06/2020,Vente,323000.0,190.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,153,9,"29,12",1,2.0,Appartement,31.0,2.0,75102,75102000AN0153,75102,000,AN,153,69.0,2007-01-04,2014-11-04,"[652427.241457111, 6863178.183271322]",10419.354838709678,False,652427.241457111,6863178.183271322
75102000AN63,1,03/01/2020,Vente,445000.0,192.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,63,11,"36,91",1,2.0,Appartement,37.0,3.0,75102,75102000AN0063,75102,000,AN,63,190.0,2007-01-04,2014-11-04,"[652441.5020111514, 6863181.75059478]",12027.027027027027,False,652441.5020111514,6863181.75059478
75102000AN68,1,09/01/2020,Vente,261500.0,37.0,RUE,7018,DE PALESTRO,75002.0,PARIS 02,75,102,000,AN,68,37,"21,75",1,2.0,Appartement,20.0,1.0,75102,75102000AN0068,75102,000,AN,68,208.0,2007-01-04,2014-11-04,"[652466.5895759172, 6863180.625976409]",13075.0,False,652466.5895759172,6863180.625976409
75102000AN80,1,13/11/2020,Vente,240000.0,3.0,RUE,7590,DU PONCEAU,75002.0,PARIS 02,75,102,000,AN,80,8,"20,06",1,2.0,Appartement,21.0,1.0,75102,75102000AN0080,75102,000,AN,80,143.0,2007-01-04,2014-11-04,"[652462.9414940678, 6863154.081381608]",11428.57142857143,False,652462.9414940678,6863154.081381608
75102000AN82,1,14/10/2020,Vente,159067.0,7.0,RUE,7590,DU PONCEAU,75002.0,PARIS 02,75,102,000,AN,82,3,"12,34",1,2.0,Appartement,12.0,1.0,75102,75102000AN0082,75102,000,AN,82,51.0,2007-01-04,2014-11-04,"[652442.7103000612, 6863156.377293028]",13255.583333333334,False,652442.7103000612,6863156.377293028
75102000AN84,1,15/09/2020,Vente,255000.0,11.0,RUE,7590,DU PONCEAU,75002.0,PARIS 02,75,102,000,AN,84,57,"18,86",1,2.0,Appartement,18.0,1.0,75102,75102000AN0084,75102,000,AN,84,88.0,2007-01-04,2014-11-04,"[652430.8501451327, 6863159.4489037655]",14166.666666666666,False,652430.8501451327,6863159.4489037655
75102000AN84,1,22/10/2020,Vente,170750.0,11.0,RUE,7590,DU PONCEAU,75002.0,PARIS 02,75,102,000,AN,84,14,"11,69",1,2.0,Appartement,12.0,1.0,75102,75102000AN0084,75102,000,AN,84,88.0,2007-01-04,2014-11-04,"[652430.8501451327, 6863159.4489037655]",14229.166666666666,False,652430.8501451327,6863159.4489037655
75102000AN94,1,10/08/2020,Vente,140000.0,223.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AN,94,5,"18,77",1,2.0,Appartement,19.0,1.0,75102,75102000AN0094,75102,000,AN,94,132.0,2007-01-04,2014-11-04,"[652399.5283908929, 6863195.940408701]",7368.421052631579,False,652399.5283908929,6863195.940408701
75102000AN95,1,28/02/2020,Vente,289100.0,225.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,95,38,"28,84",1,2.0,Appartement,30.0,1.0,75102,75102000AN0095,75102,000,AN,95,948.0,2007-01-04,2014-11-04,"[652383.9070446977, 6863210.318722304]",9636.666666666666,False,652383.9070446977,6863210.318722304
75102000AN96,1,13/01/2020,Vente,247626.0,229.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,96,21,"23,01",1,2.0,Appartement,23.0,1.0,75102,75102000AN0096,75102,000,AN,96,125.0,2007-01-04,2014-11-04,"[652408.2221357073, 6863215.761027869]",10766.347826086956,False,652408.2221357073,6863215.761027869
75102000AN96,1,06/07/2020,Vente,180000.0,229.0,RUE,8525,SAINT DENIS,75002.0,PARIS 02,75,102,000,AN,96,19,"14,07",1,2.0,Appartement,14.0,1.0,75102,75102000AN0096,75102,000,AN,96,125.0,2007-01-04,2014-11-04,"[652408.2221357073, 6863215.761027869]",12857.142857142857,False,652408.2221357073,6863215.761027869
75102000AN96,1,22/10/2020,Vente,120000.0,229.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AN,96,26,"13,67",1,2.0,Appartement,12.0,1.0,75102,75102000AN0096,75102,000,AN,96,125.0,2007-01-04,2014-11-04,"[652408.2221357073, 6863215.761027869]",10000.0,False,652408.2221357073,6863215.761027869
75102000AN96,1,21/12/2020,Vente,260000.0,229.0,RUE,8525,SAINT-DENIS,75002.0,PARIS 02,75,102,000,AN,96,8,"24,12",1,2.0,Appartement,25.0,1.0,75102,75102000AN0096,75102,000,AN,96,125.0,2007-01-04,2014-11-04,"[652408.2221357073, 6863215.761027869]",10400.0,False,652408.2221357073,6863215.761027869
75102000AO10,1,06/11/2020,Vente,190000.0,31.0,BD,1097,DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,10,65,"15,00",1,2.0,Appartement,14.0,1.0,75102,75102000AO0010,75102,000,AO,10,861.0,2007-01-08,2014-11-04,"[652236.9603784512, 6863546.723961947]",13571.42857142857,False,652236.9603784512,6863546.723961947
75102000AO102,1,17/07/2020,Vente,395000.0,49.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,102,12,"29,96",1,2.0,Appartement,40.0,2.0,75102,75102000AO0102,75102,000,AO,102,148.0,2007-01-08,2014-11-04,"[652233.570771621, 6863405.910930691]",9875.0,False,652233.570771621,6863405.910930691
75102000AO103,1,24/01/2020,Vente,465000.0,51.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,103,30,"40,93",1,2.0,Appartement,50.0,2.0,75102,75102000AO0103,75102,000,AO,103,151.0,2007-01-08,2014-11-04,"[652239.7585477141, 6863406.474615329]",9300.0,False,652239.7585477141,6863406.474615329
75102000AO129,1,25/09/2020,Vente,2380000.0,54.0,RUE,0789,BEAUREGARD,75002.0,PARIS 02,75,102,000,AO,129,,,0,2.0,Appartement,155.0,2.0,75102,75102000AO0129,75102,000,AO,129,51.0,2007-01-08,2014-11-04,"[652382.704326319, 6863467.369732533]",15354.838709677419,False,652382.704326319,6863467.369732533
75102000AO133,1,07/07/2020,Vente,380000.0,96.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,133,115,"38,59",1,2.0,Appartement,40.0,2.0,75102,75102000AO0133,75102,000,AO,133,465.0,2007-01-08,2014-11-04,"[652438.648274046, 6863464.384281678]",9500.0,False,652438.648274046,6863464.384281678
75102000AO144,1,09/03/2020,Vente,210000.0,143.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,144,9,,1,2.0,Appartement,16.0,1.0,75102,75102000AO0144,75102,000,AO,144,335.0,2007-01-08,2014-11-04,"[652461.9486990095, 6863462.852290821]",13125.0,False,652461.9486990095,6863462.852290821
75102000AO150,1,29/05/2020,Vente,208000.0,90.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,150,52,"14,09",1,2.0,Appartement,13.0,1.0,75102,75102000AO0150,75102,000,AO,150,185.0,2007-01-08,2014-11-04,"[652394.2027518005, 6863445.260849116]",16000.0,False,652394.2027518005,6863445.260849116
75102000AO151,1,11/12/2020,Vente,296739.0,135.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,151,16,"22,50",1,2.0,Appartement,28.0,1.0,75102,75102000AO0151,75102,000,AO,151,231.0,2007-01-08,2014-11-04,"[652399.9079425323, 6863434.45063247]",10597.82142857143,False,652399.9079425323,6863434.45063247
75102000AO153,1,13/03/2020,Vente,260000.0,88.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,153,15,"27,15",1,2.0,Appartement,27.0,1.0,75102,75102000AO0153,75102,000,AO,153,178.0,2007-01-08,2014-11-04,"[652385.9276741267, 6863444.990702172]",9629.62962962963,False,652385.9276741267,6863444.990702172
75102000AO178,1,21/09/2020,Vente,360000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,119,"22,00",1,2.0,Appartement,36.0,2.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",10000.0,False,652237.8004175924,6863366.469677385
75102000AO178,1,21/10/2020,Vente,235000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,112,"24,90",1,2.0,Appartement,24.0,1.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",9791.666666666666,False,652237.8004175924,6863366.469677385
75102000AO178,1,20/11/2020,Vente,500000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,118,"57,70",1,2.0,Appartement,57.0,3.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",8771.929824561403,False,652237.8004175924,6863366.469677385
75102000AO178,1,28/12/2020,Vente,295000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,12,"33,00",1,2.0,Appartement,28.0,1.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",10535.714285714286,False,652237.8004175924,6863366.469677385
75102000AO178,1,29/12/2020,Vente,210000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,115,"24,50",1,2.0,Appartement,24.0,2.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",8750.0,False,652237.8004175924,6863366.469677385
75102000AO178,1,31/12/2020,Vente,210000.0,103.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,178,110,"23,00",1,2.0,Appartement,24.0,1.0,75102,75102000AO0178,75102,000,AO,178,383.0,2007-01-08,2014-11-04,"[652237.8004175924, 6863366.469677385]",8750.0,False,652237.8004175924,6863366.469677385
75102000AO187,1,08/01/2020,Vente,236538.0,54.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,187,15,"18,96",1,2.0,Appartement,22.0,2.0,75102,75102000AO0187,75102,000,AO,187,275.0,2007-01-08,2014-11-04,"[652193.1921565058, 6863353.646647219]",10751.727272727272,False,652193.1921565058,6863353.646647219
75102000AO187,1,13/02/2020,Vente,652800.0,54.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,187,31,"57,39",1,2.0,Appartement,57.0,2.0,75102,75102000AO0187,75102,000,AO,187,275.0,2007-01-08,2014-11-04,"[652193.1921565058, 6863353.646647219]",11452.631578947368,False,652193.1921565058,6863353.646647219
75102000AO187,1,11/09/2020,Vente,235000.0,54.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,187,14,,1,2.0,Appartement,21.0,1.0,75102,75102000AO0187,75102,000,AO,187,275.0,2007-01-08,2014-11-04,"[652193.1921565058, 6863353.646647219]",11190.47619047619,False,652193.1921565058,6863353.646647219
75102000AO187,1,15/12/2020,Vente,243840.0,54.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,187,12,"21,50",1,2.0,Appartement,20.0,1.0,75102,75102000AO0187,75102,000,AO,187,275.0,2007-01-08,2014-11-04,"[652193.1921565058, 6863353.646647219]",12192.0,False,652193.1921565058,6863353.646647219
75102000AO187,1,28/12/2020,Vente,600000.0,54.0,RUE,2110,DE CLERY,75002.0,PARIS 02,75,102,000,AO,187,29,"54,60",1,2.0,Appartement,57.0,2.0,75102,75102000AO0187,75102,000,AO,187,275.0,2007-01-08,2014-11-04,"[652193.1921565058, 6863353.646647219]",10526.315789473685,False,652193.1921565058,6863353.646647219
75102000AO188,1,21/09/2020,Vente,183000.0,93.0,RUE,0040,D ABOUKIR,75002.0,PARIS 02,75,102,000,AO,188,14,,1,2.0,Appartement,23.0,2.0,75102,75102000AO0188,75102,000,AO,188,100.0,2007-01-08,2014-11-04,"[652199.9850280115, 6863341.569247104]",7956.521739130435,False,652199.9850280115,6863341.569247104
75102000AO207,1,31/07/2020,Vente,150000.0,7.0,RUE,6828,N D DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,207,14,"10,88",1,2.0,Appartement,11.0,1.0,75102,75102000AO0207,75102,000,AO,207,393.0,2007-01-08,2014-11-04,"[652278.8673357002, 6863492.0632982645]",13636.363636363636,False,652278.8673357002,6863492.0632982645
75102000AO207,1,26/11/2020,Vente,290000.0,7.0,RUE,6828,N-D DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,207,18,,1,2.0,Appartement,22.0,1.0,75102,75102000AO0207,75102,000,AO,207,393.0,2007-01-08,2014-11-04,"[652278.8673357002, 6863492.0632982645]",13181.818181818182,False,652278.8673357002,6863492.0632982645
75102000AO28,1,21/01/2020,Vente,490000.0,11.0,BD,1097,DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,28,6,,1,2.0,Appartement,62.0,3.0,75102,75102000AO0028,75102,000,AO,28,361.0,2007-01-08,2014-11-04,"[652362.7154668219, 6863510.601724405]",7903.225806451613,False,652362.7154668219,6863510.601724405
75102000AO42,1,08/04/2020,Vente,131000.0,21.0,RUE,0789,BEAUREGARD,75002.0,PARIS 02,75,102,000,AO,42,16,"14,54",1,2.0,Appartement,15.0,1.0,75102,75102000AO0042,75102,000,AO,42,91.0,2007-01-08,2014-11-04,"[652345.258167947, 6863472.550115221]",8733.333333333334,False,652345.258167947,6863472.550115221
75102000AO47,1,02/03/2020,Vente,227550.0,3.0,RUE,6828,N D DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,47,37,"20,22",1,2.0,Appartement,21.0,1.0,75102,75102000AO0047,75102,000,AO,47,171.0,2007-01-08,2014-11-04,"[652279.3044888183, 6863474.5752667505]",10835.714285714286,False,652279.3044888183,6863474.5752667505
75102000AO47,1,01/07/2020,Vente,269000.0,3.0,RUE,6828,N D DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,47,25,"22,07",1,2.0,Appartement,22.0,1.0,75102,75102000AO0047,75102,000,AO,47,171.0,2007-01-08,2014-11-04,"[652279.3044888183, 6863474.5752667505]",12227.272727272728,False,652279.3044888183,6863474.5752667505
75102000AO47,1,16/12/2020,Vente,199420.0,3.0,RUE,6828,N-D DE BONNE NOUVELLE,75002.0,PARIS 02,75,102,000,AO,47,36,"14,58",1,2.0,Appartement,16.0,1.0,75102,75102000AO0047,75102,000,AO,47,171.0,2007-01-08,2014-11-04,"[652279.3044888183, 6863474.5752667505]",12463.75,False,652279.3044888183,6863474.5752667505
